repo,language,stars,url,ci_status,build_tool,is_buildable,primary_ci,first_buildable_sha,first_buildable_date
go-shiori/shiori,Go,11262,https://github.com/go-shiori/shiori,SUCCESS,GoModules,True,GitHub Actions,306487a1452010286562018823530b5668f4a330,2024-12-22T18:29:08Z
go-sql-driver/mysql,Go,15421,https://github.com/go-sql-driver/mysql,SUCCESS,GoModules,True,GitHub Actions,255d1ad98f1d3be99661d2a8c0a7a91418acbc8d,2025-01-22T05:59:24Z
go-swagger/go-swagger,Go,9939,https://github.com/go-swagger/go-swagger,NO_CI,GoModules,True,GitHub Actions,7cee78a9b1492c5bb20d42cac2e967fa7dbda466,2025-03-14T15:04:24Z
go-task/task,Go,14801,https://github.com/go-task/task,SUCCESS,GoModules,True,GitHub Actions,9727eef476edea9892e7c60dcd8ad16019d4d207,2024-12-29T14:13:14Z
go-vgo/robotgo,Go,10610,https://github.com/go-vgo/robotgo,FAILURE,GoModules,True,GitHub Actions,471f7ba05fff5d516e33b94c0a80162f43e19ff5,2024-10-07T21:17:46Z
goadesign/goa,Go,6042,https://github.com/goadesign/goa,FAILURE,GoModules,True,GitHub Actions,74b89ef3614a1997edeb9380199898f7c81cb281,2025-01-07T03:32:09Z
gocolly/colly,Go,25071,https://github.com/gocolly/colly,SUCCESS,GoModules,True,GitHub Actions,99b7fb1b87d1491578f1fa9c222836341f533d75,2024-06-05T17:43:50Z
apache/cassandra-gocql-driver,Go,2678,https://github.com/apache/cassandra-gocql-driver,SUCCESS,GoModules,True,GitHub Actions,722707e3df954a43c5aa708de8569fff38f1d5a7,2025-07-03T14:43:20Z
gogf/gf,Go,13032,https://github.com/gogf/gf,SUCCESS,GoModules,True,GitHub Actions,3a19ee9268c131c50cc5c207f8fb310f01f07e44,2024-12-25T13:43:55Z
gogs/gogs,Go,47551,https://github.com/gogs/gogs,SUCCESS,GoModules,True,GitHub Actions,6b4e8668a1d631fc9c0c82c7123acb6bfed21f84,2024-12-26T16:15:44Z
goharbor/harbor,Go,27543,https://github.com/goharbor/harbor,SUCCESS,Unknown,False,GitHub Actions,462749a6338a3db4ba3a8bdc591fbde41f561c7c,2024-12-26T06:08:05Z
gohugoio/hugo,Go,86498,https://github.com/gohugoio/hugo,SUCCESS,GoModules,True,GitHub Actions,ec0caaec7ce41ca6236da9d661e92dc433e1951b,2024-12-25T18:31:47Z
gokcehan/lf,Go,9036,https://github.com/gokcehan/lf,SUCCESS,GoModules,True,GitHub Actions,2095efa6619ff3b77bf90d1dc7be45c5a84287ce,2025-01-15T02:06:00Z
golang-migrate/migrate,Go,18074,https://github.com/golang-migrate/migrate,SUCCESS,GoModules,True,GitHub Actions,7651c8a37ed0b473ce5d686830956a455a20a290,2025-01-27T01:04:55Z
golangci/golangci-lint,Go,18449,https://github.com/golangci/golangci-lint,SUCCESS,GoModules,True,GitHub Actions,286701c02715672d0265378f33f318710d819f13,2024-12-25T11:58:28Z
gomods/athens,Go,4710,https://github.com/gomods/athens,SUCCESS,GoModules,True,GitHub Actions,0a4b44bfb9e6d2208273fcab2405f97816036de8,2024-12-26T04:56:43Z
gomodule/redigo,Go,9884,https://github.com/gomodule/redigo,SUCCESS,GoModules,True,GitHub Actions,4646571ad7291f1697a705a40694a89aa0ae50a2,2025-01-07T13:31:26Z
gonum/gonum,Go,8302,https://github.com/gonum/gonum,SUCCESS,GoModules,True,GitHub Actions,ef1ae5e400898ca1f05e0136211fe08e09e31110,2025-01-14T20:34:43Z
goodrain/rainbond,Go,6103,https://github.com/goodrain/rainbond,SUCCESS,GoModules,True,GitHub Actions,979db9e17ec58d114f7deaf57b514df697b45f4d,2024-12-27T01:21:31Z
google/cadvisor,Go,18864,https://github.com/google/cadvisor,SUCCESS,GoModules,True,GitHub Actions,255cff7808a7d23802852e6fd9a12320b1035bf1,2024-10-25T22:42:49Z
google/go-cloud,Go,9859,https://github.com/google/go-cloud,SUCCESS,GoModules,True,GitHub Actions,9e81e8d4f2a83fc70eb74643da0485273ab2480d,2024-12-14T23:19:18Z
google/go-cmp,Go,4591,https://github.com/google/go-cmp,SUCCESS,GoModules,True,GitHub Actions,c3ad8435e7bef96af35732bc0789e5a2278c6d5f,2023-08-31T17:32:40Z
google/go-github,Go,11123,https://github.com/google/go-github,SUCCESS,GoModules,True,GitHub Actions,e1d7336d614a086b199e4ca3dda2e26edf3d1301,2024-12-23T20:02:11Z
google/gops,Go,6998,https://github.com/google/gops,SUCCESS,GoModules,True,GitHub Actions,bd3365ed88a029a1ebe1febffb21e725fd188d53,2024-11-08T22:52:37Z
google/gvisor,Go,17688,https://github.com/google/gvisor,FAILURE,GoModules,True,GitHub Actions,84172e4e70344ea9015242b146cf24c1ed0c0839,2024-12-26T20:51:43Z
ko-build/ko,Go,8336,https://github.com/ko-build/ko,FAILURE,GoModules,True,GitHub Actions,4ca64769d85e2961d510ad4e365f1f820ddd8c89,2025-01-07T01:24:07Z
google/pprof,Go,9049,https://github.com/google/pprof,SUCCESS,GoModules,True,GitHub Actions,40e02aabc2ad57b2edbe892564a0730aa40b1e50,2024-12-10T01:08:33Z
google/syzkaller,Go,6046,https://github.com/google/syzkaller,PENDING,GoModules,True,GitHub Actions,d3ccff6372e07c6aabd02b5da419aa6492b5f0ad,2024-12-26T09:12:48Z
google/trillian,Go,3700,https://github.com/google/trillian,SUCCESS,GoModules,True,GitHub Actions,6a022c80ca4d1fadb1916aa135ee3a6197d73a4f,2025-01-06T09:53:05Z
google/uuid,Go,5984,https://github.com/google/uuid,SUCCESS,GoModules,True,GitHub Actions,2d3c2a9cc518326daf99a383f07c4d3c44317e4d,2024-11-14T17:04:50Z
C2SP/wycheproof,Go,2984,https://github.com/C2SP/wycheproof,SUCCESS,GoModules,True,GitHub Actions,60744a36051ea1c13e945b7322df74ef3aedbd9d,2025-03-19T14:58:45Z
googleapis/google-cloud-go,Go,4415,https://github.com/googleapis/google-cloud-go,FAILURE,GoModules,True,GitHub Actions,1513106ba51540aef11a264d09e73f24350ad95b,2024-12-27T05:18:04Z
GoogleCloudPlatform/golang-samples,Go,4572,https://github.com/GoogleCloudPlatform/golang-samples,FAILURE,GoModules,True,GitHub Actions,8c36d515e3376e508514ba8a7d8ba9f662ec334b,2024-12-21T15:39:50Z
GoogleCloudPlatform/microservices-demo,Go,19775,https://github.com/GoogleCloudPlatform/microservices-demo,FAILURE,Unknown,False,GitHub Actions,c3f3899b09e705d818ab617ecd3c2e66af14412b,2024-12-28T05:22:52Z
GoogleCloudPlatform/terraformer,Go,14446,https://github.com/GoogleCloudPlatform/terraformer,SUCCESS,GoModules,True,GitHub Actions,210245b1eb47968451d306ad85978618a7bad35e,2025-03-26T20:32:33Z
GoogleContainerTools/skaffold,Go,15738,https://github.com/GoogleContainerTools/skaffold,SUCCESS,GoModules,True,GitHub Actions,1f7db8dd72b420d0d72b57d65358cbf9ebdbe51f,2024-12-16T14:09:28Z
googleforgames/agones,Go,6684,https://github.com/googleforgames/agones,FAILURE,GoModules,True,GitHub Actions,146fc317d8b739fd67218cacb16b5e72bc2422f5,2025-01-03T00:00:14Z
gopasspw/gopass,Go,6693,https://github.com/gopasspw/gopass,SUCCESS,GoModules,True,GitHub Actions,ffe02344dd25d4d04e0ceb911a6b65a57c885251,2025-01-02T10:31:54Z
gopherjs/gopherjs,Go,13120,https://github.com/gopherjs/gopherjs,SUCCESS,GoModules,True,GitHub Actions,75ff10ca9e14a6db1676da8057c72566de4723c2,2025-02-10T18:47:29Z
gopl-zh/gopl-zh.github.com,Go,4917,https://github.com/gopl-zh/gopl-zh.github.com,SUCCESS,GoModules,True,GitHub Actions,f15fcec33806abb279f9d29c9f1fa3c9eb1b741e,2025-07-28T04:56:18Z
goreleaser/goreleaser,Go,15553,https://github.com/goreleaser/goreleaser,SUCCESS,GoModules,True,GitHub Actions,cd6ede70e36ca6943234584a10da9a9bab2ffdec,2024-12-29T19:32:15Z
gorilla/sessions,Go,3129,https://github.com/gorilla/sessions,SUCCESS,GoModules,True,GitHub Actions,bb4cd60c952a9ce48ea0dc6cc7b282ff79c38263,2024-08-20T14:07:20Z
gotify/server,Go,14607,https://github.com/gotify/server,SUCCESS,GoModules,True,GitHub Actions,a0bad7bd5a7904b59b47171a18b57266cdfe306f,2025-01-17T05:51:08Z
grafana/loki,Go,27583,https://github.com/grafana/loki,SUCCESS,GoModules,True,GitHub Actions,8f0ba2eae6e01d96523d8a0d71fb0bf1ae29a224,2025-07-14T08:25:25Z
graph-gophers/graphql-go,Go,4740,https://github.com/graph-gophers/graphql-go,SUCCESS,GoModules,True,GitHub Actions,4eae0331f0a3546e8fb6977fa9e96a632468d0dc,2025-02-21T22:17:40Z
gravitational/teleport,Go,19814,https://github.com/gravitational/teleport,SUCCESS,GoModules,True,GitHub Actions,d9a78d08c32568bc359254964108a654ca6d56ef,2025-05-22T23:30:05Z
grpc-ecosystem/go-grpc-middleware,Go,6725,https://github.com/grpc-ecosystem/go-grpc-middleware,SUCCESS,GoModules,True,GitHub Actions,0e6517715bfc0e9a9a6c0934fd012d957b5ac117,2025-07-28T17:44:35Z
grpc-ecosystem/grpc-gateway,Go,19807,https://github.com/grpc-ecosystem/grpc-gateway,SUCCESS,GoModules,True,GitHub Actions,6ca0f7f6ebcfb8e768b05dd1f785e1d8ae2d8642,2024-12-27T00:02:34Z
grpc/grpc-go,Go,22779,https://github.com/grpc/grpc-go,PENDING,GoModules,True,GitHub Actions,6f41085574082e83c928771cd494613568fd8a38,2025-01-08T09:33:12Z
gruntwork-io/terragrunt,Go,9292,https://github.com/gruntwork-io/terragrunt,FAILURE,GoModules,True,GitHub Actions,54a810fddda0d2bfa0e0873da9d3db826fe6a09a,2025-01-06T15:38:05Z
gruntwork-io/terratest,Go,7872,https://github.com/gruntwork-io/terratest,FAILURE,GoModules,True,GitHub Actions,60f505a6dd291d799970fbc3e27cf16f42adecd6,2024-12-24T03:43:32Z
hajimehoshi/ebiten,Go,12935,https://github.com/hajimehoshi/ebiten,SUCCESS,GoModules,True,GitHub Actions,999c64cb7867c1383e77f4a6e7f66f593dc53434,2024-12-25T08:38:14Z
hashicorp/consul-template,Go,4836,https://github.com/hashicorp/consul-template,SUCCESS,GoModules,True,GitHub Actions,41c23d46e3b7e64e93f91740e57bc1e746aafcc1,2025-04-09T07:09:51Z
hashicorp/consul,Go,29732,https://github.com/hashicorp/consul,FAILURE,GoModules,True,GitHub Actions,88539f1b7e87174bb3fa265e6c449df3bf71fc06,2025-01-15T17:13:28Z
hashicorp/go-plugin,Go,5852,https://github.com/hashicorp/go-plugin,SUCCESS,GoModules,True,GitHub Actions,5b05b3e78c6c3e4e0b8f21a9921cbd739ba72f2a,2025-01-23T09:48:18Z
hashicorp/golang-lru,Go,4964,https://github.com/hashicorp/golang-lru,SUCCESS,GoModules,True,GitHub Actions,5ae5436527f83e84f0b2b78e99ee277082ff9db2,2024-12-23T05:04:26Z
hashicorp/hcl,Go,5796,https://github.com/hashicorp/hcl,SUCCESS,GoModules,True,GitHub Actions,2894e4c02b885467a8a6f2390e0349e6e8e3ae14,2025-01-17T07:26:42Z
hashicorp/memberlist,Go,4011,https://github.com/hashicorp/memberlist,NO_CI,GoModules,True,GitHub Actions,7c6b5761ea0a7f3ccfd5e602fc2c46d0b773ee36,2025-01-28T10:17:04Z
hashicorp/nomad,Go,16174,https://github.com/hashicorp/nomad,SUCCESS,GoModules,True,GitHub Actions,96f5a092d9f99cc9bafc2c8a76e688d69d04614f,2024-12-30T08:24:02Z
hashicorp/packer,Go,15593,https://github.com/hashicorp/packer,SUCCESS,GoModules,True,GitHub Actions,f24c978d46a581cb7524b5ef37e68afc82c31eda,2025-01-06T20:48:15Z
hashicorp/raft,Go,8920,https://github.com/hashicorp/raft,FAILURE,GoModules,True,GitHub Actions,7650cd01faf0eee77d24a4b5710d0101a4daf2ca,2025-01-09T16:33:23Z
hashicorp/serf,Go,6038,https://github.com/hashicorp/serf,NO_CI,GoModules,True,GitHub Actions,30e6e3ad8bf3289732b865a91234ee3546ead2be,2025-02-18T07:05:05Z
hashicorp/terraform,Go,47649,https://github.com/hashicorp/terraform,FAILURE,GoModules,True,GitHub Actions,337bf8e11b75dff87509455cabee60b023dd586e,2024-12-18T14:52:17Z
hashicorp/vault,Go,35003,https://github.com/hashicorp/vault,SUCCESS,GoModules,True,GitHub Actions,847597fbae0663870d492bc93ad7d57eb44b7627,2024-12-24T00:22:21Z
helm/chartmuseum,Go,3810,https://github.com/helm/chartmuseum,SUCCESS,GoModules,True,GitHub Actions,7908b93b3de39f43473d3921ca3d4c43ce68d761,2025-03-05T02:28:26Z
helm/helm,Go,29405,https://github.com/helm/helm,SUCCESS,GoModules,True,GitHub Actions,223629411903c26e12a53b72ce4e58b3364bdabd,2024-12-26T21:33:51Z
heroiclabs/nakama,Go,12202,https://github.com/heroiclabs/nakama,SUCCESS,GoModules,True,GitHub Actions,8a72e2c4b7a13425daf992c9b19e8a54488ef7be,2024-12-03T10:22:47Z
hybridgroup/gobot,Go,9376,https://github.com/hybridgroup/gobot,SUCCESS,GoModules,True,GitHub Actions,302614e008c53c3b2a37d8ea16fddca7dd52e4a3,2025-01-04T10:54:58Z
hybridgroup/gocv,Go,7377,https://github.com/hybridgroup/gocv,SUCCESS,GoModules,True,GitHub Actions,5a9af33da669ee76cecc1f8e99303c43fb9ca15e,2025-01-13T08:41:34Z
hyperledger/fabric,Go,16566,https://github.com/hyperledger/fabric,SUCCESS,GoModules,True,GitHub Actions,faa0a5f793ab2595c7a826ff58583ced6b4e84ca,2025-01-06T06:13:14Z
iawia002/lux,Go,30893,https://github.com/iawia002/lux,FAILURE,GoModules,True,GitHub Actions,da51ebaaa726d7d5d83aa57e6a665069b5c9e184,2021-07-12T06:58:30Z
imgproxy/imgproxy,Go,10412,https://github.com/imgproxy/imgproxy,SUCCESS,GoModules,True,GitHub Actions,c0eab33c564aee68388db1ff839a70744a576fe7,2025-01-07T17:51:04Z
influxdata/telegraf,Go,16686,https://github.com/influxdata/telegraf,FAILURE,GoModules,True,GitHub Actions,0c7c4242c6a4a710bd110a9e82052b2c60473ec2,2024-12-27T14:34:52Z
ipfs/kubo,Go,16905,https://github.com/ipfs/kubo,SUCCESS,GoModules,True,GitHub Actions,942542111447bbc076c9d20bc11ddb17fb410ea0,2024-12-30T05:27:41Z
jackc/pgx,Go,13309,https://github.com/jackc/pgx,FAILURE,GoModules,True,GitHub Actions,12b37f32185bc1fdd7cc37c2830cffface137028,2024-12-26T08:16:49Z
jaegertracing/jaeger,Go,22443,https://github.com/jaegertracing/jaeger,FAILURE,GoModules,True,GitHub Actions,ba6228f520668dca8ad1e6dff690dd470d7446c1,2024-12-25T05:26:39Z
JanDeDobbeleer/oh-my-posh,Go,21482,https://github.com/JanDeDobbeleer/oh-my-posh,SUCCESS,Unknown,False,GitHub Actions,d0ef5d36705430b78e4e76aa3080dfa0a393bef3,2025-01-01T21:52:43Z
jedisct1/piknik,Go,2510,https://github.com/jedisct1/piknik,SUCCESS,GoModules,True,GitHub Actions,dc5e5ad2a33d441d35b39a2d2a6280759ad12299,2025-12-19T14:36:00Z
redpanda-data/connect,Go,8582,https://github.com/redpanda-data/connect,SUCCESS,GoModules,True,GitHub Actions,9fd2d02d3d23063929a477f0c2d173bdfdbd832f,2024-12-26T01:24:08Z
jenkins-x/jx,Go,4686,https://github.com/jenkins-x/jx,SUCCESS,GoModules,True,GitHub Actions,bfc9d7fa7f59f24e740784fc2ee6d94e4793c692,2025-01-14T23:48:05Z
jesseduffield/lazydocker,Go,49604,https://github.com/jesseduffield/lazydocker,SUCCESS,GoModules,True,GitHub Actions,826f0293f14157979e09140fae8376958ba91dc5,2025-11-14T10:20:28Z
jesseduffield/lazygit,Go,72038,https://github.com/jesseduffield/lazygit,SUCCESS,GoModules,True,GitHub Actions,5fac40c129c7359d16fc44dacb2d71500694c923,2024-12-28T13:53:57Z
cert-manager/cert-manager,Go,13556,https://github.com/cert-manager/cert-manager,SUCCESS,GoModules,True,GitHub Actions,e7ee2b07f6e6241220cf7d3b487ad0d9628ee06c,2024-10-16T13:55:37Z
Jguer/yay,Go,13145,https://github.com/Jguer/yay,NO_CI,GoModules,True,GitHub Actions,670598912eba5b789d2ebf35aab3a1a9b07d6289,2025-03-09T21:20:50Z
johnkerl/miller,Go,9726,https://github.com/johnkerl/miller,SUCCESS,GoModules,True,GitHub Actions,6287b04fa8737677071777529bc3319be9e13166,2025-01-06T14:03:18Z
joho/godotenv,Go,10217,https://github.com/joho/godotenv,SUCCESS,GoModules,True,GitHub Actions,a2be92d182fc04da33b365bf47c17fe0f4808aea,2025-10-21T23:26:18Z
jpillora/chisel,Go,15568,https://github.com/jpillora/chisel,SUCCESS,GoModules,True,GitHub Actions,91d0f66cfa669b2240c24a2d79983ba4a4d76418,2025-09-11T12:17:06Z
jpillora/cloud-torrent,Go,6109,https://github.com/jpillora/cloud-torrent,SUCCESS,GoModules,True,GitHub Actions,c931df6a18a7ae1d0ff962de8348dc79ed4a1807,2024-11-30T00:19:26Z
juju/juju,Go,2595,https://github.com/juju/juju,FAILURE,GoModules,True,GitHub Actions,3d9c9871e43c17d75f0c14a478a649516081fa1b,2025-11-28T07:52:38Z
junegunn/fzf,Go,77668,https://github.com/junegunn/fzf,SUCCESS,GoModules,True,GitHub Actions,fe3a9c603e924425f80b87d76adb3e80d2bc668c,2024-12-26T05:58:10Z
nginx-proxy/docker-gen,Go,4614,https://github.com/nginx-proxy/docker-gen,SUCCESS,GoModules,True,GitHub Actions,5a740e74ddb1102912166e81bb6fed22ada6279d,2024-12-25T14:42:12Z
jwilder/dockerize,Go,5197,https://github.com/jwilder/dockerize,SUCCESS,GoModules,True,GitHub Actions,429f0c0a473b97dead8dc0e2d36568a2552c4393,2025-01-13T15:19:18Z
kedacore/keda,Go,9885,https://github.com/kedacore/keda,FAILURE,GoModules,True,GitHub Actions,b708a3ba188546241f8cde8ad2194b9c2d52b802,2022-07-18T15:26:23Z
kelseyhightower/envconfig,Go,5400,https://github.com/kelseyhightower/envconfig,SUCCESS,GoModules,True,GitHub Actions,7834011875d613aec60c606b52c2b0fe8949fe91,2025-06-28T02:01:37Z
keybase/client,Go,9163,https://github.com/keybase/client,FAILURE,Unknown,False,GitHub Actions,9d16aa2a51f6ddb17a763b244d9c7334fd55a6d1,2025-01-16T18:08:14Z
kiali/kiali,Go,3565,https://github.com/kiali/kiali,PENDING,GoModules,True,GitHub Actions,21425a5810044bce956d6fd7c1ab4f9756649d54,2024-12-31T10:40:07Z
knadh/listmonk,Go,18997,https://github.com/knadh/listmonk,SUCCESS,GoModules,True,GitHub Actions,b75de39fc2cb764d070d8df8b0f17a276ab4880c,2025-01-05T04:42:38Z
knative/serving,Go,5984,https://github.com/knative/serving,SUCCESS,GoModules,True,GitHub Actions,daae9fd9497c64369e882f881f62351cd96d535c,2024-12-26T12:22:10Z
knqyf263/pet,Go,5076,https://github.com/knqyf263/pet,SUCCESS,GoModules,True,GitHub Actions,9130fe97074f898267d0bacac47ba089b5b8c758,2025-01-21T07:45:02Z
kubeedge/kubeedge,Go,7360,https://github.com/kubeedge/kubeedge,SUCCESS,GoModules,True,GitHub Actions,a5f2705a7dbb21adddfbbad8f1c6317b2ac313c4,2024-12-25T08:58:38Z
kubernetes-sigs/external-dns,Go,8769,https://github.com/kubernetes-sigs/external-dns,SUCCESS,GoModules,True,GitHub Actions,ad9f30058949c4d2725175dd41131ae0c114ecee,2024-11-20T21:46:57Z
kubernetes-sigs/kind,Go,15008,https://github.com/kubernetes-sigs/kind,SUCCESS,GoModules,True,GitHub Actions,2e88d9d124a15dee59a099ecb2b188b8933fabd1,2024-12-13T19:24:10Z
kubernetes-sigs/krew,Go,6894,https://github.com/kubernetes-sigs/krew,SUCCESS,GoModules,True,GitHub Actions,43858152bdfd7b98fbf10b5c7fbb548ecf268d32,2025-02-21T06:22:30Z
kubernetes-sigs/kubebuilder,Go,8985,https://github.com/kubernetes-sigs/kubebuilder,SUCCESS,GoModules,True,GitHub Actions,703ad9e489b58becfc262798af027336a07b914e,2024-11-25T09:35:40Z
kubernetes-sigs/kustomize,Go,11932,https://github.com/kubernetes-sigs/kustomize,SUCCESS,Unknown,False,GitHub Actions,6c27970019456dc0cfe4928e3ac03e0fd6ff2415,2024-07-25T12:32:54Z
kubernetes-sigs/metrics-server,Go,6526,https://github.com/kubernetes-sigs/metrics-server,NO_CI,GoModules,True,GitHub Actions,2f516929d7eec1768c7ce3bfe9fcb6f4e9c0cb77,2024-12-13T09:55:30Z
kubernetes/autoscaler,Go,8760,https://github.com/kubernetes/autoscaler,SUCCESS,Unknown,False,GitHub Actions,451df430df0d0b8519c0812037a9da2012f5a6da,2024-12-27T12:48:12Z
kubernetes/ingress-nginx,Go,19432,https://github.com/kubernetes/ingress-nginx,SUCCESS,GoModules,True,GitHub Actions,efa41b7aaf60e386bc53f4b1343f37af7948d1d4,2024-12-25T01:11:18Z
kubernetes/kompose,Go,10435,https://github.com/kubernetes/kompose,SUCCESS,GoModules,True,GitHub Actions,b354989559016a6f0cc618738f313b9ab547bb45,2024-12-02T23:22:48Z
kubernetes/kops,Go,16552,https://github.com/kubernetes/kops,SUCCESS,GoModules,True,GitHub Actions,f58c770e6222408335a3138aceb807123d39a0c9,2024-12-27T02:33:06Z
kubernetes/kube-state-metrics,Go,6055,https://github.com/kubernetes/kube-state-metrics,SUCCESS,GoModules,True,GitHub Actions,20f30233bdadffe070eced5e6445a7dfecf01fcd,2024-11-21T16:49:07Z
kubernetes/kubeadm,Go,3954,https://github.com/kubernetes/kubeadm,NO_CI,Unknown,False,GitHub Actions,1c2d57263e8dd2ff890096e0b7de734546b786a4,2025-01-13T14:17:47Z
kubernetes/minikube,Go,31467,https://github.com/kubernetes/minikube,SUCCESS,GoModules,True,GitHub Actions,29758e1ff1caad70a8d0265aa6e9272879331bcc,2024-12-30T18:21:56Z
kubesphere/kubesphere,Go,16839,https://github.com/kubesphere/kubesphere,FAILURE,GoModules,True,GitHub Actions,255e9a228d76f0034206de67df6267c376dcdc35,2024-12-25T03:08:09Z
kubevirt/kubevirt,Go,6646,https://github.com/kubevirt/kubevirt,SUCCESS,GoModules,True,GitHub Actions,43f92eccbc4a3a56381a3d0ebf14ef98f7577d8a,2025-03-31T19:53:42Z
6boris/awesome-golang-algorithm,Go,3515,https://github.com/6boris/awesome-golang-algorithm,NO_CI,GoModules,True,GitHub Actions,68c77ff5d7397166fe941c59cc5aecf834d6360a,2024-12-25T01:19:17Z
labstack/echo,Go,32146,https://github.com/labstack/echo,SUCCESS,GoModules,True,GitHub Actions,ee3e1297788e8fc3543489ebc0d4e940be7c6532,2025-01-07T20:06:28Z
letsencrypt/boulder,Go,5641,https://github.com/letsencrypt/boulder,SUCCESS,GoModules,True,GitHub Actions,d3625f98812acd3f1aadec53fbc2bec162ea4baa,2025-01-06T20:05:14Z
levigross/grequests,Go,2186,https://github.com/levigross/grequests,SUCCESS,GoModules,True,GitHub Actions,3f3c12e4e7045edc1c5902428c8809aaeb48aefb,2025-06-06T03:18:59Z
lib/pq,Go,9789,https://github.com/lib/pq,SUCCESS,GoModules,True,GitHub Actions,05b0e79cddbef733792a74f987872ffda631e1a3,2025-12-31T04:43:52Z
libp2p/go-libp2p,Go,6708,https://github.com/libp2p/go-libp2p,FAILURE,GoModules,True,GitHub Actions,8f6d98d74cdaa3ed932c4d8c30319ebe87a28fdd,2024-12-25T13:17:51Z
mindoc-org/mindoc,Go,7815,https://github.com/mindoc-org/mindoc,SUCCESS,GoModules,True,GitHub Actions,7f25bc753335f8355889d0f0d34621a43251853a,2024-12-27T07:09:56Z
lightningnetwork/lnd,Go,8102,https://github.com/lightningnetwork/lnd,FAILURE,GoModules,True,GitHub Actions,160c2a9f68e2ff6cbeaf2b8a21ef48fea234bd53,2026-02-25T09:34:31Z
linkedin/Burrow,Go,3944,https://github.com/linkedin/Burrow,SUCCESS,GoModules,True,GitHub Actions,7f976663a68f3259906d149dc5e97bd8fc736d8e,2025-01-25T08:38:31Z
linkerd/linkerd2,Go,11283,https://github.com/linkerd/linkerd2,SUCCESS,GoModules,True,GitHub Actions,c98933a2f4c7600b20117491e8a6b52904362cb5,2025-01-05T18:21:33Z
linuxkit/linuxkit,Go,8576,https://github.com/linuxkit/linuxkit,SUCCESS,Unknown,False,GitHub Actions,d1b42ca0a8d8a9ebabd1aadeb3b7b0de514975ba,2025-01-07T19:44:21Z
lni/dragonboat,Go,5299,https://github.com/lni/dragonboat,SUCCESS,GoModules,True,GitHub Actions,89654d7708aefaff2f1689db1792d49a121bd5ee,2025-07-17T10:58:26Z
grafana/k6,Go,29885,https://github.com/grafana/k6,SUCCESS,GoModules,True,GitHub Actions,32e5189398d497a15510898a1f782eeb1791fa55,2025-01-03T10:00:09Z
quic-go/quic-go,Go,11417,https://github.com/quic-go/quic-go,SUCCESS,GoModules,True,GitHub Actions,baee2b4aa000b072091b4584b7f8414b457d40ec,2024-12-26T07:02:18Z
lxc/incus,Go,4847,https://github.com/lxc/incus,FAILURE,GoModules,True,GitHub Actions,29828726b932f28c2982e390af854e709433f146,2025-02-20T16:51:02Z
magefile/mage,Go,4560,https://github.com/magefile/mage,SUCCESS,GoModules,True,GitHub Actions,78acbaf2e3ae328b90ad0f72fa621e9f52828c97,2025-06-15T14:01:42Z
mailru/easyjson,Go,4859,https://github.com/mailru/easyjson,SUCCESS,GoModules,True,GitHub Actions,baefa5cf6e059ea01dc5e9924035bffa6cebaa64,2025-01-09T19:27:28Z
markbates/goth,Go,6442,https://github.com/markbates/goth,SUCCESS,GoModules,True,GitHub Actions,98b105c3296783cb69b5e1ccef3cbb65ba049b87,2025-03-10T05:27:47Z
maruel/panicparse,Go,3716,https://github.com/maruel/panicparse,SUCCESS,GoModules,True,GitHub Actions,9264a04b1be58e6a80d9195994ae2d1e2d039276,2025-02-11T13:57:34Z
Masterminds/sprig,Go,4687,https://github.com/Masterminds/sprig,SUCCESS,GoModules,True,GitHub Actions,2a22781012ea8da7e8813ca5c940ed0a323f8058,2025-07-10T20:26:59Z
matcornic/hermes,Go,3045,https://github.com/matcornic/hermes,SUCCESS,GoModules,True,GitHub Actions,222c0d37ee220d36eab083e71cd541a9af345205,2025-04-03T18:48:48Z
maxence-charriere/go-app,Go,8859,https://github.com/maxence-charriere/go-app,SUCCESS,GoModules,True,GitHub Actions,cdfaf82ebdde0d71cc8bb5ea9428438f4b3d1def,2025-03-04T08:46:19Z
metallb/metallb,Go,8051,https://github.com/metallb/metallb,SUCCESS,GoModules,True,GitHub Actions,123811788f040395469c73ea70ad77e8eca80141,2025-01-13T08:10:41Z
mgechev/revive,Go,5393,https://github.com/mgechev/revive,SUCCESS,GoModules,True,GitHub Actions,d9c61c1518f16418ad94d92b2d5976c266e0ad6e,2025-01-23T08:17:24Z
caddyserver/certmagic,Go,5434,https://github.com/caddyserver/certmagic,SUCCESS,GoModules,True,GitHub Actions,f7a944161c5e55a1eb56419d1356b75114216689,2025-01-03T18:26:16Z
git-bug/git-bug,Go,9667,https://github.com/git-bug/git-bug,SUCCESS,GoModules,True,GitHub Actions,d499b6e9d3333334614924669b74640a2d0b5485,2024-12-09T12:00:04Z
micro/go-micro,Go,22699,https://github.com/micro/go-micro,SUCCESS,GoModules,True,GitHub Actions,3fa2a38d76530a3cd7fb2cb4b0b6b03093881d00,2025-04-23T11:21:21Z
miekg/dns,Go,8632,https://github.com/miekg/dns,SUCCESS,GoModules,True,GitHub Actions,cbe4275da1c1c2dfcbaf7c37224cbb9a1e49e706,2025-01-24T10:27:49Z
mikefarah/yq,Go,14852,https://github.com/mikefarah/yq,SUCCESS,GoModules,True,GitHub Actions,c02d44de6322a0d095929f7e744ecc9aa9fbe615,2025-01-12T03:02:38Z
