repo,language,stars,path,ci_status,build_tool,is_buildable,primary_ci,first_buildable_sha,first_buildable_date
Kinto/kinto,Python,4416,https://github.com/Kinto/kinto,SUCCESS,Pip/Poetry,True,GitHub Actions,4dd4a77a2a023e62f9b511a4103f18e675a3bdc5,2024-12-17T10:00:59Z
kivy/kivy,Python,18847,https://github.com/kivy/kivy,FAILURE,Pip/Poetry,True,GitHub Actions,86a80e1efdd0e18d2b0e11315e9e8b7cf9b4f3cc,2024-12-26T09:52:46Z
kivy/python-for-android,Python,8855,https://github.com/kivy/python-for-android,SUCCESS,Setup.py,True,GitHub Actions,61ff0b69190204f147ec5df60c2c1f77f30f03d9,2025-01-01T06:01:01Z
kjd/idna,Python,274,https://github.com/kjd/idna,SUCCESS,Pip/Poetry,True,GitHub Actions,384f16825ef92cc08bb7e11bd42427bdaf87401d,2024-09-15T18:03:01Z
kornia/kornia,Python,11063,https://github.com/kornia/kornia,FAILURE,Pip/Poetry,True,GitHub Actions,6835d8e0c2ed9e26a2280c1f2b6da6841ccbf87e,2024-12-23T12:52:15Z
kovidgoyal/calibre,Python,24064,https://github.com/kovidgoyal/calibre,SUCCESS,Pip/Poetry,True,GitHub Actions,62bd116cdbf50f866d988f66370dcd8733610e04,2024-12-25T13:06:18Z
kovidgoyal/kitty,Python,31181,https://github.com/kovidgoyal/kitty,SUCCESS,Pip/Poetry,True,GitHub Actions,20821f4bebab66dbb10d2a327376612b3b7d0c63,2025-02-03T05:36:42Z
Kozea/pygal,Python,2749,https://github.com/Kozea/pygal,SUCCESS,Setup.py,True,GitHub Actions,b6d61fca187a8ef19499cbf73a7e9ebc6b28b7ea,2025-11-28T21:10:20Z
Kozea/Radicale,Python,4368,https://github.com/Kozea/Radicale,SUCCESS,Pip/Poetry,True,GitHub Actions,a4266c96902a8f213253820a7c785b84c6f7def2,2024-12-25T10:36:08Z
Kozea/WeasyPrint,Python,8620,https://github.com/Kozea/WeasyPrint,SUCCESS,Pip/Poetry,True,GitHub Actions,6fb413811c5c3b63e8f91ca0fa1c82fbcd32c65d,2024-12-26T19:37:25Z
ktbyers/netmiko,Python,4073,https://github.com/ktbyers/netmiko,SUCCESS,Pip/Poetry,True,GitHub Actions,692bd4a13a4a1266ec177f4aec9e734c577aed94,2024-12-28T08:37:59Z
kubernetes-client/python,Python,7505,https://github.com/kubernetes-client/python,SUCCESS,Pip/Poetry,True,GitHub Actions,0f3f8eca8fbd770afacd62c9d13233d688fbb22f,2024-04-05T12:44:05Z
lanpa/tensorboardX,Python,7987,https://github.com/lanpa/tensorboardX,SUCCESS,Pip/Poetry,True,GitHub Actions,4a0779852c75c55e1fcc60f4d908e8e62b92c36c,2024-12-28T09:46:13Z
laramies/theHarvester,Python,15612,https://github.com/laramies/theHarvester,SUCCESS,Pip/Poetry,True,GitHub Actions,3a3210685ef16a4167e91709fda962dab0bb5afd,2025-01-26T04:17:17Z
lark-parser/lark,Python,5754,https://github.com/lark-parser/lark,SUCCESS,Pip/Poetry,True,GitHub Actions,c3893d8ed82225e51202e3235f86bfd25a993ba9,2024-09-15T17:47:28Z
layumi/Person_reID_baseline_pytorch,Python,4393,https://github.com/layumi/Person_reID_baseline_pytorch,SUCCESS,Pip/Poetry,True,GitHub Actions,6523ea4335672ebfc117db2d3a473c96b86c81ed,2025-02-12T10:56:31Z
lektor/lektor,Python,3921,https://github.com/lektor/lektor,SUCCESS,Pip/Poetry,True,GitHub Actions,7a8d506e3d8bda7a8b7ccf583f67c633da1ab4b7,2025-05-08T07:40:51Z
authlib/authlib,Python,5206,https://github.com/authlib/authlib,SUCCESS,Pip/Poetry,True,GitHub Actions,23c218918a10e79db43ea07f0c954e9103f81522,2024-12-26T12:09:47Z
lepture/mistune,Python,2971,https://github.com/lepture/mistune,SUCCESS,Pip/Poetry,True,GitHub Actions,177a0ceefd23a8ebc7f7efb5c89c0be8023ae3bf,2024-12-30T02:06:06Z
liangliangyy/DjangoBlog,Python,7307,https://github.com/liangliangyy/DjangoBlog,FAILURE,Pip/Poetry,True,GitHub Actions,1fca14950c9106b5eb2a1ddb1e03b856b185773e,2025-01-08T13:00:10Z
librosa/librosa,Python,8187,https://github.com/librosa/librosa,FAILURE,Pip/Poetry,True,GitHub Actions,5d540c047f0316f35200daf67bc0c18c3174fd22,2025-01-13T17:15:58Z
lincolnloop/python-qrcode,Python,4847,https://github.com/lincolnloop/python-qrcode,FAILURE,Pip/Poetry,True,GitHub Actions,10da1ba2c95886312097608bd4632ba34765e0e0,2025-04-02T13:45:18Z
lk-geimfari/mimesis,Python,4788,https://github.com/lk-geimfari/mimesis,SUCCESS,Pip/Poetry,True,GitHub Actions,d607ac5d9a3543711c4f17d7236a211c2bfee427,2024-12-29T10:21:21Z
localstack/localstack,Python,64332,https://github.com/localstack/localstack,SUCCESS,Pip/Poetry,True,GitHub Actions,c9ecef3c9d9457dae50bb4b5c564c62c3acda45d,2024-12-25T11:29:56Z
locustio/locust,Python,27477,https://github.com/locustio/locust,FAILURE,Pip/Poetry,True,GitHub Actions,6ed5a6072c8ba7b8ad67b9162b8aae6a308ec2bf,2024-10-16T13:08:43Z
lorien/grab,Python,2451,https://github.com/lorien/grab,SUCCESS,Pip/Poetry,True,GitHub Actions,6a2adf59c1fbf42aaa32953c66267a2d92824219,2025-09-14T22:44:15Z
lra/mackup,Python,15103,https://github.com/lra/mackup,SUCCESS,Pip/Poetry,True,GitHub Actions,024936188b5e7afdc7982e7f478bc4acddcc7967,2025-01-02T14:57:51Z
lutris/lutris,Python,9601,https://github.com/lutris/lutris,SUCCESS,Pip/Poetry,True,GitHub Actions,3cfacbc8d145a5b831538a6e12de5492048ce88b,2024-12-28T19:43:01Z
lxml/lxml,Python,2994,https://github.com/lxml/lxml,SUCCESS,Pip/Poetry,True,GitHub Actions,8eb2045c07fa7149752b1911a966ad0022c3566f,2025-04-18T09:01:05Z
madmaze/pytesseract,Python,6310,https://github.com/madmaze/pytesseract,SUCCESS,Setup.py,True,GitHub Actions,c851d0fad2be422bf6ec07104733f320ddd1e3df,2024-12-29T18:15:55Z
MagicStack/asyncpg,Python,7932,https://github.com/MagicStack/asyncpg,SUCCESS,Pip/Poetry,True,GitHub Actions,d0797f1f7aed2d28253ec27adac39794a09b2690,2024-12-18T21:52:07Z
mahmoud/boltons,Python,6852,https://github.com/mahmoud/boltons,SUCCESS,Pip/Poetry,True,GitHub Actions,41c8cbdefb085c878483e819d25e82c055462590,2024-12-31T19:59:09Z
Mailu/Mailu,Python,7049,https://github.com/Mailu/Mailu,SUCCESS,Pip/Poetry,True,GitHub Actions,b1e31a69a210b730ffce1198efc221bf81b187fc,2024-08-15T10:52:58Z
mapillary/OpenSfM,Python,3715,https://github.com/mapillary/OpenSfM,SUCCESS,Pip/Poetry,True,GitHub Actions,47e36078d896cc34ba4cffdbc273485c9ac44528,2025-04-22T19:45:34Z
marshmallow-code/marshmallow,Python,7233,https://github.com/marshmallow-code/marshmallow,SUCCESS,Pip/Poetry,True,GitHub Actions,0b4dbe111970580b2ed0cb7dc11f3b39b859e4c3,2024-10-17T19:01:58Z
martinblech/xmltodict,Python,5724,https://github.com/martinblech/xmltodict,SUCCESS,Pip/Poetry,True,GitHub Actions,f759b13ca07ddd09f968fbec546dac28f03a7f64,2025-09-05T01:24:18Z
matplotlib/cycler,Python,79,https://github.com/matplotlib/cycler,SUCCESS,Pip/Poetry,True,GitHub Actions,4638537c23681aaab31b989393afa20192d5da98,2025-02-27T17:42:26Z
matplotlib/matplotlib,Python,22318,https://github.com/matplotlib/matplotlib,FAILURE,Pip/Poetry,True,GitHub Actions,d9b802073e83ad244e7fd3df71de1cbf4e5562c6,2024-12-09T17:43:41Z
matthewwithanm/django-imagekit,Python,2350,https://github.com/matthewwithanm/django-imagekit,SUCCESS,Setup.py,True,GitHub Actions,3222418bec836609b324f7b5de142c9646aa91bb,2025-05-09T12:46:44Z
maurosoria/dirsearch,Python,13976,https://github.com/maurosoria/dirsearch,FAILURE,Pip/Poetry,True,GitHub Actions,a04426fe3eb4799215421df15b1bff828cf4114f,2025-02-17T07:30:50Z
maxcountryman/flask-login,Python,3681,https://github.com/maxcountryman/flask-login,SUCCESS,Pip/Poetry,True,GitHub Actions,019dbe3ae0fb95966682e769280722afb0a6b904,2024-09-15T12:36:08Z
MechanicalSoup/MechanicalSoup,Python,4841,https://github.com/MechanicalSoup/MechanicalSoup,FAILURE,Pip/Poetry,True,GitHub Actions,e76a479b4e6c6928b6809f0f7892313e6c8de18d,2025-02-15T19:45:59Z
mesonbuild/meson,Python,6411,https://github.com/mesonbuild/meson,FAILURE,Pip/Poetry,True,GitHub Actions,a00467268549bce29e07cb435033b879ece939c3,2024-12-27T07:36:48Z
metabrainz/picard,Python,4598,https://github.com/metabrainz/picard,SUCCESS,Pip/Poetry,True,GitHub Actions,aceff379f2ab749297c31c1129af855c78e55244,2025-03-13T21:59:47Z
mher/flower,Python,7102,https://github.com/mher/flower,SUCCESS,Setup.py,True,GitHub Actions,3793830079c04b0b6709f8f895748a594bbf145b,2025-08-11T16:33:45Z
onionshare/onionshare,Python,6878,https://github.com/onionshare/onionshare,FAILURE,Unknown,False,GitHub Actions,4908d8d0f265512383a6398a8dfa7f77730ce655,2025-01-13T08:42:54Z
micheles/decorator,Python,902,https://github.com/micheles/decorator,SUCCESS,Pip/Poetry,True,GitHub Actions,a4c966311bed901e28dc077aeaa21aab8f01988b,2025-02-22T06:39:26Z
py-why/dowhy,Python,7949,https://github.com/py-why/dowhy,FAILURE,Pip/Poetry,True,GitHub Actions,aea674246ceef8fa775915f587e7039497baeac0,2024-12-31T08:14:48Z
microsoft/pyright,Python,15211,https://github.com/microsoft/pyright,FAILURE,Unknown,False,GitHub Actions,db368a1ace131372cb78d9c866ca3f5867495052,2024-12-25T16:33:48Z
recommenders-team/recommenders,Python,21442,https://github.com/recommenders-team/recommenders,FAILURE,Pip/Poetry,True,GitHub Actions,5265ff9a96c20f63a894dd440b8b1279ad4557f1,2025-01-14T07:56:38Z
miguelgrinberg/Flask-SocketIO,Python,5509,https://github.com/miguelgrinberg/Flask-SocketIO,SUCCESS,Pip/Poetry,True,GitHub Actions,b48f27861320a8e67662dec8fe53d91beeb8ee6a,2025-01-06T17:46:30Z
miguelgrinberg/python-socketio,Python,4323,https://github.com/miguelgrinberg/python-socketio,SUCCESS,Pip/Poetry,True,GitHub Actions,8964dab9d545333646fafad9aae0becd761a1045,2024-12-25T12:17:31Z
mindsdb/mindsdb,Python,38435,https://github.com/mindsdb/mindsdb,SUCCESS,Pip/Poetry,True,GitHub Actions,ac3d0777a8d6ec94e3fefe8c5533ce2b72f6672f,2024-12-24T13:56:57Z
saleor/saleor,Python,22589,https://github.com/saleor/saleor,SUCCESS,Pip/Poetry,True,GitHub Actions,7a977f5c1366b549891e7ff236a699ecd2a280be,2024-12-24T12:34:45Z
miso-belica/sumy,Python,3659,https://github.com/miso-belica/sumy,SUCCESS,Pip/Poetry,True,GitHub Actions,1fd770be6eb3ad5f4cb19fdb238ee1784f68dbf4,2025-12-28T16:02:53Z
mitmproxy/mitmproxy,Python,42247,https://github.com/mitmproxy/mitmproxy,SUCCESS,Pip/Poetry,True,GitHub Actions,db32f1a908fad7eac07e4420c3e35e14d1a796f3,2024-12-28T13:24:33Z
mkaz/termgraph,Python,3250,https://github.com/mkaz/termgraph,SUCCESS,Pip/Poetry,True,GitHub Actions,6ae83d3002d92cf2d6ba3fdcf025507551f2f79c,2025-08-22T13:32:10Z
mkdocs/mkdocs,Python,21697,https://github.com/mkdocs/mkdocs,FAILURE,Pip/Poetry,True,GitHub Actions,4c7404485f988f409ccaf42fefe705222ff5965a,2025-02-21T14:12:15Z
mlflow/mlflow,Python,24072,https://github.com/mlflow/mlflow,PENDING,Pip/Poetry,True,GitHub Actions,877abab5e75d2034be5dae83004b69da6743f3d8,2025-06-06T00:53:30Z
modin-project/modin,Python,10358,https://github.com/modin-project/modin,FAILURE,Setup.py,True,GitHub Actions,caa6116d641553fdc4b4f65e84313a6df893872f,2025-01-16T04:46:37Z
mongodb/mongo-python-driver,Python,4333,https://github.com/mongodb/mongo-python-driver,SUCCESS,Pip/Poetry,True,GitHub Actions,bdaf43c53df07a97ad9bb7f8f091b66bc7b82b60,2024-12-30T14:18:52Z
MongoEngine/mongoengine,Python,4353,https://github.com/MongoEngine/mongoengine,SUCCESS,Setup.py,True,GitHub Actions,69e76b03fec2dc15387800d4ecad91b9c8ecaa98,2025-03-13T13:41:23Z
mopidy/mopidy,Python,8448,https://github.com/mopidy/mopidy,SUCCESS,Pip/Poetry,True,GitHub Actions,c1ec40ca388c76ef7727bfd5ad750674d70a7f90,2025-01-26T08:06:29Z
mozilla/bleach,Python,2749,https://github.com/mozilla/bleach,FAILURE,Setup.py,True,GitHub Actions,5d9b65da839782ad348cec04bed2bf590c23353a,2025-02-10T13:53:39Z
mozillazg/python-pinyin,Python,5255,https://github.com/mozillazg/python-pinyin,SUCCESS,Pip/Poetry,True,GitHub Actions,0509a12f49929ebc6819706d5ed1fb65f4f20bb8,2025-01-03T12:19:37Z
mps-youtube/yewtube,Python,8614,https://github.com/mps-youtube/yewtube,SUCCESS,Pip/Poetry,True,GitHub Actions,55242a1b189478fc95597d62427d67c0c741ec64,2025-01-05T21:13:56Z
py-pdf/pypdf,Python,9802,https://github.com/py-pdf/pypdf,SUCCESS,Pip/Poetry,True,GitHub Actions,ddc23bbcd7ee09ed1ca107630e05e5c481660b98,2024-12-25T11:10:34Z
mwaskom/seaborn,Python,13718,https://github.com/mwaskom/seaborn,SUCCESS,Pip/Poetry,True,GitHub Actions,385e54676ca16d0132434bc9df6bc41ea8b2a0d4,2024-12-16T12:54:02Z
mwouts/jupytext,Python,7113,https://github.com/mwouts/jupytext,SUCCESS,Pip/Poetry,True,GitHub Actions,c148bfe23eade987f1f7c004ef2b2fb9545c5254,2025-03-13T09:06:40Z
nabla-c0d3/sslyze,Python,3732,https://github.com/nabla-c0d3/sslyze,SUCCESS,Pip/Poetry,True,GitHub Actions,f0976a4a68996cfce9dfe5594e8922f72c34c413,2024-12-26T17:42:33Z
coveragepy/coveragepy,Python,3318,https://github.com/coveragepy/coveragepy,SUCCESS,Pip/Poetry,True,GitHub Actions,878410caf5a026773769fe68a43705dcc48ddfc3,2024-12-26T13:42:46Z
SigmaHQ/sigma,Python,10107,https://github.com/SigmaHQ/sigma,SUCCESS,Unknown,False,GitHub Actions,1df3c343910bb708908efc6ce2784e1193819c58,2024-12-27T15:38:02Z
netbox-community/netbox,Python,19759,https://github.com/netbox-community/netbox,SUCCESS,Pip/Poetry,True,GitHub Actions,f03489f58ee6452f9b0c60d84364f0c67c96b41e,2024-12-27T20:11:51Z
Netflix/metaflow,Python,9754,https://github.com/Netflix/metaflow,SUCCESS,Setup.py,True,GitHub Actions,426f1ea282832076d5686dd1826253df2465bd2b,2024-12-27T18:44:46Z
Netflix/vmaf,Python,5258,https://github.com/Netflix/vmaf,SUCCESS,Unknown,False,GitHub Actions,aa6edca465d034a87624e225719bfb13a9b44a3b,2025-01-09T05:05:00Z
networkx/networkx,Python,16602,https://github.com/networkx/networkx,SUCCESS,Pip/Poetry,True,GitHub Actions,1d9a6f001e46b574a124d9e6cf52b7d2329f35cf,2024-12-29T10:20:50Z
nicolargo/glances,Python,31617,https://github.com/nicolargo/glances,FAILURE,Pip/Poetry,True,GitHub Actions,4c31611f2f857ff4161941ce59295f85f660be59,2025-07-05T08:44:29Z
jazzband/django-redis,Python,3054,https://github.com/jazzband/django-redis,FAILURE,Pip/Poetry,True,GitHub Actions,036bb5d27b109832c525240781159b18abcb09b9,2025-04-29T06:32:04Z
nltk/nltk,Python,14499,https://github.com/nltk/nltk,SUCCESS,Setup.py,True,GitHub Actions,7397ccfed06e7c836d3acb0b9197f6e6b26c6741,2024-11-11T06:24:40Z
nodejs/node-gyp,Python,10509,https://github.com/nodejs/node-gyp,SUCCESS,Unknown,False,GitHub Actions,94448fcd9f090814bce1c4361471dae199dc2e82,2025-01-02T19:41:47Z
julien-duponchelle/python-mysql-replication,Python,2421,https://github.com/julien-duponchelle/python-mysql-replication,SUCCESS,Pip/Poetry,True,GitHub Actions,894b13c6e958354b80dfd834e3b7c5d085426b23,2025-03-10T21:26:28Z
novnc/websockify,Python,4327,https://github.com/novnc/websockify,SUCCESS,Setup.py,True,GitHub Actions,0d519b9c18139bcdee7f1bdb9dc785be26bdab29,2025-02-12T10:05:56Z
nteract/papermill,Python,6373,https://github.com/nteract/papermill,SUCCESS,Pip/Poetry,True,GitHub Actions,2be801ddd059774d3149fa3e80f07f1d3799b25c,2025-11-13T02:06:17Z
Nuitka/Nuitka,Python,14501,https://github.com/Nuitka/Nuitka,SUCCESS,Pip/Poetry,True,GitHub Actions,6a4058ce41048ac35786bd42d629cfffec48b315,2026-01-31T11:23:15Z
numba/numba,Python,10898,https://github.com/numba/numba,SUCCESS,Pip/Poetry,True,GitHub Actions,b36b9c349513307a04e31c563dfcc7160605a4be,2024-09-03T12:44:33Z
numpy/numpy,Python,31410,https://github.com/numpy/numpy,FAILURE,Pip/Poetry,True,GitHub Actions,feb3091b1135217ebcba9c01a1b939aa937038ce,2024-12-25T17:03:59Z
NVIDIAGameWorks/kaolin,Python,5037,https://github.com/NVIDIAGameWorks/kaolin,NO_CI,Setup.py,True,GitHub Actions,8bfb766563cc09cd309c874a4cc1a755585dcd01,2025-02-28T03:16:47Z
oauthlib/oauthlib,Python,2952,https://github.com/oauthlib/oauthlib,FAILURE,Pip/Poetry,True,GitHub Actions,028a8f18808bebf3659388f914fc6eb89f9d2bda,2025-01-28T08:57:44Z
pypa/hatch,Python,7135,https://github.com/pypa/hatch,FAILURE,Pip/Poetry,True,GitHub Actions,d81790e47faaa145d1b6ad2fabc73327cc5d62a2,2025-03-04T04:59:46Z
oliver006/elasticsearch-gmail,Python,2057,https://github.com/oliver006/elasticsearch-gmail,SUCCESS,Pip/Poetry,True,GitHub Actions,e6ac44cc4d1b7b866f5575fd7697275e15cdc3e1,2025-05-21T04:18:58Z
onnx/onnx,Python,20307,https://github.com/onnx/onnx,FAILURE,Pip/Poetry,True,GitHub Actions,614d239449dd42b3a3226c72b04808739a20a05c,2024-12-25T17:49:34Z
openatx/uiautomator2,Python,7846,https://github.com/openatx/uiautomator2,FAILURE,Pip/Poetry,True,GitHub Actions,aff1f9e91ef30dad43f268d0dbbe8deb65485b72,2024-12-25T22:29:55Z
cvat-ai/cvat,Python,15272,https://github.com/cvat-ai/cvat,SUCCESS,Pip/Poetry,True,GitHub Actions,279db7c45738ce45afac2755653667509adc019b,2024-12-30T12:55:06Z
openvinotoolkit/open_model_zoo,Python,4351,https://github.com/openvinotoolkit/open_model_zoo,FAILURE,Unknown,False,GitHub Actions,545a1a1084d5fad8623596080fa9e8b80dd2b820,2025-03-07T10:10:42Z
OpenDroneMap/ODM,Python,5737,https://github.com/OpenDroneMap/ODM,FAILURE,Pip/Poetry,True,GitHub Actions,0333e08ce091c58d12222311f4ccfe5df8e61333,2025-02-14T15:06:02Z
OpenMined/PySyft,Python,9852,https://github.com/OpenMined/PySyft,SUCCESS,Unknown,False,GitHub Actions,f1c1d6e5cf33033297b5b709c31cbb1be5f1eb65,2025-02-12T04:13:53Z
optuna/optuna,Python,13488,https://github.com/optuna/optuna,SUCCESS,Pip/Poetry,True,GitHub Actions,0d7fb5a579251ce9ce174d75d9af5da44ed006d7,2024-10-11T09:36:14Z
OWASP/CheatSheetSeries,Python,31325,https://github.com/OWASP/CheatSheetSeries,SUCCESS,Pip/Poetry,True,GitHub Actions,083ec3d453cd157b92529b55ab9d733c55c7a81d,2024-12-29T22:11:17Z
OWASP/mastg,Python,12708,https://github.com/OWASP/mastg,FAILURE,Unknown,False,GitHub Actions,c629de3d16328b7045443e60427bd3c7cd279c3b,2025-01-13T13:18:36Z
PaddlePaddle/ERNIE,Python,7679,https://github.com/PaddlePaddle/ERNIE,FAILURE,Pip/Poetry,True,GitHub Actions,2d7a31efbe36adf7653391e2fcb02e107c2cab1f,2025-06-30T03:35:37Z
pallets/click,Python,17192,https://github.com/pallets/click,SUCCESS,Pip/Poetry,True,GitHub Actions,26aa7bf3189e19a8a63890b1c2cc7eca24312d6f,2024-11-02T14:44:23Z
pallets/flask,Python,71146,https://github.com/pallets/flask,FAILURE,Pip/Poetry,True,GitHub Actions,e63ead4208c1e56723532878728ef9c2eb197b01,2024-09-24T00:54:01Z
pallets/itsdangerous,Python,3104,https://github.com/pallets/itsdangerous,SUCCESS,Pip/Poetry,True,GitHub Actions,11b0f7ebb0c96ac8af6b42b4b139adf6c627e537,2025-01-14T21:43:45Z
pallets/jinja,Python,11447,https://github.com/pallets/jinja,SUCCESS,Pip/Poetry,True,GitHub Actions,f502aac8dcc743f221f3c5ae131d8722135c349f,2024-12-18T16:27:51Z
pallets/markupsafe,Python,686,https://github.com/pallets/markupsafe,SUCCESS,Pip/Poetry,True,GitHub Actions,8cb1691ca038ca39942e088b956f5b94d8f636bf,2024-10-17T00:07:09Z
pallets/werkzeug,Python,6842,https://github.com/pallets/werkzeug,SUCCESS,Pip/Poetry,True,GitHub Actions,cfe71ee9d53d612c39801e32a1258c6eb1e52f75,2024-10-24T22:15:23Z
pandas-dev/pandas,Python,47849,https://github.com/pandas-dev/pandas,SUCCESS,Pip/Poetry,True,GitHub Actions,59b3a1a1a770ff1bd8311e7c1f1d4b1f918dcd4c,2024-12-27T14:21:12Z
ydataai/ydata-profiling,Python,13376,https://github.com/ydataai/ydata-profiling,FAILURE,Pip/Poetry,True,GitHub Actions,df663202efd56e28bd3ea96970c02be00bb0e1fd,2025-03-04T16:44:29Z
pex-tool/pex,Python,4181,https://github.com/pex-tool/pex,SUCCESS,Pip/Poetry,True,GitHub Actions,bf81c7a11ad0040e69e910109491b970140cbaf6,2025-01-03T16:41:26Z
pcqpcq/open-source-android-apps,Python,10318,https://github.com/pcqpcq/open-source-android-apps,NO_CI,Unknown,False,GitHub Actions,fa0f4cba44c32a771f9f676e72b580e6d60da93d,2025-12-22T02:14:38Z
pdfminer/pdfminer.six,Python,6890,https://github.com/pdfminer/pdfminer.six,SUCCESS,Pip/Poetry,True,GitHub Actions,32c38a2145bce583c4f26b0ef5ab8502ca0d13b1,2025-03-24T07:26:37Z
pennersr/django-allauth,Python,10293,https://github.com/pennersr/django-allauth,SUCCESS,Pip/Poetry,True,GitHub Actions,7eb0a40e2066fbbde47db70c04ea88b8a4e204e1,2024-12-25T20:56:58Z
peterbrittain/asciimatics,Python,4260,https://github.com/peterbrittain/asciimatics,FAILURE,Pip/Poetry,True,GitHub Actions,e77fff3cf45eaa63243d608891dcb5b2c2b01a39,2025-04-17T20:51:11Z
pytest-dev/pytest-testinfra,Python,2453,https://github.com/pytest-dev/pytest-testinfra,SUCCESS,Pip/Poetry,True,GitHub Actions,0df12c4341374e2013b9469efa8c1259e7bb511a,2025-03-29T11:09:29Z
Picovoice/porcupine,Python,4671,https://github.com/Picovoice/porcupine,SUCCESS,Unknown,False,GitHub Actions,0272de789c05548e1c0ec91b9fcc2a8f38c221aa,2025-01-16T19:42:30Z
pika/pika,Python,3859,https://github.com/pika/pika,SUCCESS,Pip/Poetry,True,GitHub Actions,aebc2a1e50e9ab40455e3da83d7047b981bf3ab3,2025-01-10T17:41:48Z
ArchiveBox/ArchiveBox,Python,26820,https://github.com/ArchiveBox/ArchiveBox,FAILURE,Pip/Poetry,True,GitHub Actions,3312a34b39167058afa5d83c78e96031575c2402,2024-12-25T11:50:40Z
spotipy-dev/spotipy,Python,5378,https://github.com/spotipy-dev/spotipy,SUCCESS,Setup.py,True,GitHub Actions,14ab13d2925ae42601f90c931008312aa2c730f3,2025-01-03T12:26:08Z
platformio/platformio-core,Python,8870,https://github.com/platformio/platformio-core,SUCCESS,Setup.py,True,GitHub Actions,c9016d693918eed31efad16e8ebe564e03b06630,2025-01-03T10:56:03Z
plotly/dash,Python,24463,https://github.com/plotly/dash,FAILURE,Setup.py,True,GitHub Actions,9c254553df06bd8f2c449018e9c38dc247dc17dc,2024-12-30T18:29:14Z
plotly/plotly.py,Python,18243,https://github.com/plotly/plotly.py,FAILURE,Pip/Poetry,True,GitHub Actions,0953cdac9108be2619219125e76aa81e4291d218,2025-01-06T22:25:56Z
PokeAPI/pokeapi,Python,4965,https://github.com/PokeAPI/pokeapi,SUCCESS,Pip/Poetry,True,GitHub Actions,57573011b20d2b4a13327a8d87c36bd77961d15d,2025-01-06T19:25:17Z
isso-comments/isso,Python,5260,https://github.com/isso-comments/isso,SUCCESS,Setup.py,True,GitHub Actions,27f71be05e37df4b025b920d1edaac7785eb37f2,2025-07-17T21:40:09Z
praw-dev/praw,Python,4002,https://github.com/praw-dev/praw,SUCCESS,Pip/Poetry,True,GitHub Actions,75d8663ee14b1fb02b27bcb517252797c486658d,2024-12-23T19:33:22Z
pre-commit/pre-commit,Python,14935,https://github.com/pre-commit/pre-commit,SUCCESS,Setup.py,True,GitHub Actions,aa85be934071e7c73fb49e9339e307285a784d16,2024-12-28T20:45:05Z
PrefectHQ/prefect,Python,21585,https://github.com/PrefectHQ/prefect,PENDING,Pip/Poetry,True,GitHub Actions,bafed7ce8cb1e58ea452dffdfcc9da58eea36d0b,2024-12-26T15:12:35Z
prompt-toolkit/ptpython,Python,5404,https://github.com/prompt-toolkit/ptpython,SUCCESS,Pip/Poetry,True,GitHub Actions,1f1eb1796a67699bbc2bba21129aaf1e6dab978b,2025-04-10T14:12:43Z
prompt-toolkit/python-prompt-toolkit,Python,10267,https://github.com/prompt-toolkit/python-prompt-toolkit,SUCCESS,Pip/Poetry,True,GitHub Actions,8ea330640c8f7c82c299fb49325f52f38cc84797,2025-01-01T20:36:32Z
psf/black,Python,41372,https://github.com/psf/black,SUCCESS,Pip/Poetry,True,GitHub Actions,9431e98522ec91087f0e2b5fcd71a7a807f52ed7,2024-12-28T00:48:23Z
psf/requests,Python,53723,https://github.com/psf/requests,SUCCESS,Pip/Poetry,True,GitHub Actions,26664fa57853e97717b0a72244d35eeadaac48d9,2024-10-28T16:05:11Z
pwndbg/pwndbg,Python,9989,https://github.com/pwndbg/pwndbg,FAILURE,Pip/Poetry,True,GitHub Actions,6890f2f29133aaeb1bb3b0106d11a9ec5546dcd9,2024-12-28T11:55:12Z
pyca/cryptography,Python,7473,https://github.com/pyca/cryptography,SUCCESS,Pip/Poetry,True,GitHub Actions,a0dbde7930d8b8b9a8feba09c30eb0fa2695e8d2,2024-12-25T13:12:01Z
PyCQA/bandit,Python,7772,https://github.com/PyCQA/bandit,SUCCESS,Pip/Poetry,True,GitHub Actions,13d3406dbba67e22d80f8f8e5b182c5f6e45face,2025-01-07T15:12:18Z
PyCQA/pycodestyle,Python,5153,https://github.com/PyCQA/pycodestyle,SUCCESS,Setup.py,True,GitHub Actions,5f7b5d261996c2c25530a82eae2cf5eeffc22c3c,2025-02-17T22:43:58Z
pylint-dev/pylint,Python,5647,https://github.com/pylint-dev/pylint,SUCCESS,Pip/Poetry,True,GitHub Actions,e1c059be2a9a6e6c07a57509c59384c777081bf5,2024-12-01T18:50:00Z
cookiecutter/cookiecutter-django,Python,13403,https://github.com/cookiecutter/cookiecutter-django,SUCCESS,Pip/Poetry,True,GitHub Actions,8bf9a8c2785073f7dfdc5bad72165eed9320ed4a,2024-10-21T20:10:42Z
pydata/xarray,Python,4085,https://github.com/pydata/xarray,SUCCESS,Pip/Poetry,True,GitHub Actions,b14080e7b40869bb31a2d89099548e08788ad3b5,2024-12-31T17:02:35Z
pyecharts/pyecharts,Python,15714,https://github.com/pyecharts/pyecharts,SUCCESS,Pip/Poetry,True,GitHub Actions,0fbbcf94700277efdac865c64a90ea9323bce960,2025-01-24T02:54:19Z
