repo,language,stars,path,ci_status,build_tool,is_buildable,primary_ci,first_buildable_sha,first_buildable_date
elastic/elasticsearch-py,Python,4368,https://github.com/elastic/elasticsearch-py,SUCCESS,Pip/Poetry,True,GitHub Actions,cb389d9735dc7e6a217b9908bc8dde1e3b95cd46,2025-01-07T11:24:51Z
eliben/pycparser,Python,3473,https://github.com/eliben/pycparser,SUCCESS,Pip/Poetry,True,GitHub Actions,42b542324859a108f2cf35bcfe21fe5877ceb091,2025-01-10T14:01:36Z
ungoogled-software/ungoogled-chromium,Python,25714,https://github.com/ungoogled-software/ungoogled-chromium,SUCCESS,Unknown,False,GitHub Actions,ce13975ff36087d695f1479994ffcc7c14f253f3,2025-01-07T19:39:01Z
encode/django-rest-framework,Python,29868,https://github.com/encode/django-rest-framework,SUCCESS,Pip/Poetry,True,GitHub Actions,089f6a697445af20f52832db99f2ab94baea4ece,2024-12-28T10:22:21Z
encode/httpx,Python,14974,https://github.com/encode/httpx,SUCCESS,Pip/Poetry,True,GitHub Actions,10b7295922741b91a15751029e6ad3e8e5efb9f3,2025-01-17T10:56:46Z
Kludex/uvicorn,Python,10379,https://github.com/Kludex/uvicorn,FAILURE,Pip/Poetry,True,GitHub Actions,be25d3bb3a4e842361ac8508caca19d266375bdf,2025-01-01T11:55:27Z
EntilZha/PyFunctional,Python,2492,https://github.com/EntilZha/PyFunctional,SUCCESS,Pip/Poetry,True,GitHub Actions,07ff9cd5880c5168c1fc91327b42e2289f282907,2025-01-27T17:52:37Z
errbotio/errbot,Python,3268,https://github.com/errbotio/errbot,SUCCESS,Pip/Poetry,True,GitHub Actions,175258233cf848bc180a95f895e2c9c79efebe7d,2025-01-06T17:26:03Z
espnet/espnet,Python,9726,https://github.com/espnet/espnet,FAILURE,Pip/Poetry,True,GitHub Actions,e7cd48341f15a31e76ec2beb3b888b50d75312db,2024-12-25T22:32:16Z
espressif/esptool,Python,6225,https://github.com/espressif/esptool,SUCCESS,Pip/Poetry,True,GitHub Actions,92ceff27a5fe94df2c9c3c101da7982a90ce451e,2024-12-26T06:16:10Z
eternnoir/pyTelegramBotAPI,Python,8675,https://github.com/eternnoir/pyTelegramBotAPI,SUCCESS,Pip/Poetry,True,GitHub Actions,b0afe2d2f735173db0c361dca1f827f30213118d,2025-01-02T05:58:44Z
ethereum/EIPs,Python,13778,https://github.com/ethereum/EIPs,PENDING,Unknown,False,GitHub Actions,66f6e9be4471d677d2d32f0429a31387e5c00742,2024-12-25T14:18:32Z
etianen/django-reversion,Python,3154,https://github.com/etianen/django-reversion,SUCCESS,Setup.py,True,GitHub Actions,6b7f579057a35f0c401523d189c60e0aaedfc1cd,2025-09-20T08:40:05Z
evansd/whitenoise,Python,2714,https://github.com/evansd/whitenoise,SUCCESS,Pip/Poetry,True,GitHub Actions,1093c9ab9f5ad39f186ef0879ed691aae24fcb7b,2025-01-06T12:28:35Z
evhub/coconut,Python,4307,https://github.com/evhub/coconut,SUCCESS,Pip/Poetry,True,GitHub Actions,afbf772712e9574f156f6caea5c532cb4cd5665b,2025-04-03T07:58:19Z
evilsocket/opensnitch,Python,12843,https://github.com/evilsocket/opensnitch,NO_CI,Unknown,False,GitHub Actions,ff3ac6663a9755442ed9acca5cc02fb007f37ff6,2025-01-09T16:15:28Z
explosion/spaCy,Python,33183,https://github.com/explosion/spaCy,SUCCESS,Pip/Poetry,True,GitHub Actions,85cc763006c6cbe69c31d41ac53fa20699551801,2025-01-13T17:17:36Z
explosion/thinc,Python,2889,https://github.com/explosion/thinc,SUCCESS,Pip/Poetry,True,GitHub Actions,a6a537111fa9a0f9ee48130135dc3c30f0a2b6db,2025-01-13T12:15:46Z
facebook/prophet,Python,20006,https://github.com/facebook/prophet,SUCCESS,Unknown,False,GitHub Actions,e9593f27e534f1618799dc569c3753b22990c70f,2025-05-15T15:34:09Z
facebookresearch/detectron2,Python,34057,https://github.com/facebookresearch/detectron2,SUCCESS,Setup.py,True,GitHub Actions,536dc9d527074e3b15df5f6677ffe1f4e104a4ab,2025-04-24T21:45:01Z
facebookresearch/fairseq,Python,32150,https://github.com/facebookresearch/fairseq,FAILURE,Pip/Poetry,True,GitHub Actions,ecbf110e1eb43861214b05fa001eff584954f65a,2024-10-18T16:40:02Z
facebookresearch/hydra,Python,10182,https://github.com/facebookresearch/hydra,SUCCESS,Pip/Poetry,True,GitHub Actions,ca4d25c7a025e50bf4a7be5ab5c8addb06d35a9a,2025-01-08T15:49:58Z
facebookresearch/nevergrad,Python,4149,https://github.com/facebookresearch/nevergrad,SUCCESS,Pip/Poetry,True,GitHub Actions,6212d1ae1b0a608596ae3277d96a35412b04596d,2025-02-28T08:36:44Z
fossasia/visdom,Python,10216,https://github.com/fossasia/visdom,FAILURE,Setup.py,True,GitHub Actions,224f1a2e8b365025bf390c4baebb646276f3498b,2026-02-21T13:14:12Z
facelessuser/BracketHighlighter,Python,1857,https://github.com/facelessuser/BracketHighlighter,SUCCESS,Unknown,False,GitHub Actions,befb563a86a3adc26797e3488231085c2568ef4b,2025-02-27T16:41:08Z
FactoryBoy/factory_boy,Python,3772,https://github.com/FactoryBoy/factory_boy,FAILURE,Setup.py,True,GitHub Actions,8b75576bf46946c559950b9b737a9770d3dc13f6,2025-02-03T09:28:32Z
faif/python-patterns,Python,42741,https://github.com/faif/python-patterns,FAILURE,Pip/Poetry,True,GitHub Actions,a40009447810050ee60b6800c41a262da6e18946,2025-04-23T00:10:21Z
fail2ban/fail2ban,Python,16904,https://github.com/fail2ban/fail2ban,SUCCESS,Setup.py,True,GitHub Actions,89b5f3bb1ecd3789b3271b648eeb83c620668e6f,2024-12-26T13:24:15Z
falconry/falcon,Python,9799,https://github.com/falconry/falcon,SUCCESS,Pip/Poetry,True,GitHub Actions,77d5e6394a88ead151c9469494749f95f06b24bf,2024-12-27T10:33:34Z
feeluown/FeelUOwn,Python,3902,https://github.com/feeluown/FeelUOwn,SUCCESS,Pip/Poetry,True,GitHub Actions,553302e08f7e2a0d8aecfb3b85d2cc33a6e068c3,2025-12-14T18:20:03Z
flairNLP/flair,Python,14355,https://github.com/flairNLP/flair,SUCCESS,Pip/Poetry,True,GitHub Actions,58e903cf60d207f93bce0a4108ae9c34a8762e3c,2025-01-01T11:08:03Z
pallets-eco/flask-admin,Python,6054,https://github.com/pallets-eco/flask-admin,SUCCESS,Pip/Poetry,True,GitHub Actions,250e4d74f7a3d3461590cb69c888dfa3ac3e3d41,2024-12-26T23:25:37Z
flaskbb/flaskbb,Python,2662,https://github.com/flaskbb/flaskbb,SUCCESS,Pip/Poetry,True,GitHub Actions,8aaaf0d4a11c6c2bed2e2df1daaf7753af9a043a,2026-01-31T20:59:28Z
scdl-org/scdl,Python,3926,https://github.com/scdl-org/scdl,FAILURE,Pip/Poetry,True,GitHub Actions,eb555d8993f55618d955cce6e78815b30a6c88ee,2025-02-20T16:46:21Z
bayesian-optimization/BayesianOptimization,Python,8550,https://github.com/bayesian-optimization/BayesianOptimization,SUCCESS,Pip/Poetry,True,GitHub Actions,0ef608f9d1ee3f6dbe5ff9bff0e65853f2593bc1,2024-12-27T08:03:19Z
fonttools/fonttools,Python,5001,https://github.com/fonttools/fonttools,SUCCESS,Pip/Poetry,True,GitHub Actions,8b47a2cb9f31b5cc42bd1e9adbe8bb1087ee48b9,2025-03-08T03:07:18Z
OctoPrint/OctoPrint,Python,8885,https://github.com/OctoPrint/OctoPrint,SUCCESS,Pip/Poetry,True,GitHub Actions,d79a0d20f3f1c7f2edb56dedda3b70267a937e65,2025-01-07T16:26:18Z
frappe/erpnext,Python,31660,https://github.com/frappe/erpnext,SUCCESS,Pip/Poetry,True,GitHub Actions,00b35761345fc7d4ba33d3ff201fb5205c2cf0aa,2025-08-07T16:22:10Z
freedomofpress/securedrop,Python,3771,https://github.com/freedomofpress/securedrop,SUCCESS,Pip/Poetry,True,GitHub Actions,95515353941456e6972ed58a6e717bec8701f742,2025-11-21T16:07:11Z
freqtrade/freqtrade,Python,46655,https://github.com/freqtrade/freqtrade,FAILURE,Pip/Poetry,True,GitHub Actions,b3296a06d97f1f06f43abd955c1d10d7a29308ef,2025-03-27T06:04:07Z
Gallopsled/pwntools,Python,13242,https://github.com/Gallopsled/pwntools,SUCCESS,Pip/Poetry,True,GitHub Actions,96d98cf192cf1e9bc5d6bbeff5311e8961e58439,2024-11-01T13:36:30Z
gawel/pyquery,Python,2378,https://github.com/gawel/pyquery,NO_CI,Setup.py,True,GitHub Actions,ce3ad507fd89c581bdd7aa086e96590e1f124277,2026-02-18T21:11:29Z
gboeing/osmnx,Python,5567,https://github.com/gboeing/osmnx,SUCCESS,Pip/Poetry,True,GitHub Actions,4ffabfb9824df39eb69c551fabfcfda32a56ac5c,2024-10-21T15:23:59Z
geekcomputers/Python,Python,34722,https://github.com/geekcomputers/Python,SUCCESS,Pip/Poetry,True,GitHub Actions,7403339b4070d0b6041350069d70d465594b7b8e,2025-09-19T15:26:05Z
geex-arts/django-jet,Python,3628,https://github.com/geex-arts/django-jet,SUCCESS,Setup.py,True,GitHub Actions,0cc1e636109f680de6759ac30c0b14ef980883bc,2025-11-26T22:21:06Z
geopandas/geopandas,Python,5042,https://github.com/geopandas/geopandas,SUCCESS,Pip/Poetry,True,GitHub Actions,37cf1ab2b452ff059e4dd57a298a6fa07b1311ed,2024-12-26T18:15:14Z
getnikola/nikola,Python,2715,https://github.com/getnikola/nikola,SUCCESS,Pip/Poetry,True,GitHub Actions,db843db9d3724d2cb3b5b98ab7dfcdb5e74d0d89,2024-12-31T15:52:25Z
getpelican/pelican,Python,13215,https://github.com/getpelican/pelican,SUCCESS,Pip/Poetry,True,GitHub Actions,92050d90bc99f65dfdcd2297d8223228a0d08367,2024-10-10T12:35:07Z
getredash/redash,Python,28209,https://github.com/getredash/redash,SUCCESS,Pip/Poetry,True,GitHub Actions,89d7f54e903dc80ef7499ef49b4a7972844696b5,2024-12-24T14:42:39Z
getsentry/responses,Python,4319,https://github.com/getsentry/responses,SUCCESS,Pip/Poetry,True,GitHub Actions,aee357ea4a57ac72644c9bbef0575eeca1c2ecc8,2025-01-10T00:18:15Z
getsentry/sentry,Python,43129,https://github.com/getsentry/sentry,SUCCESS,Pip/Poetry,True,GitHub Actions,c573998ea8fa728546c6ad3ce81a9dc7a184b397,2025-12-18T18:01:32Z
gevent/gevent,Python,6435,https://github.com/gevent/gevent,SUCCESS,Pip/Poetry,True,GitHub Actions,3a81654d034e1a72d39330a70d6313ed4cfd62d4,2025-02-27T08:56:19Z
giampaolo/psutil,Python,11076,https://github.com/giampaolo/psutil,SUCCESS,Pip/Poetry,True,GitHub Actions,3be9efe569973a40fc3a0d55362c6b99eadec5e6,2024-12-28T12:20:25Z
gitpython-developers/GitPython,Python,5062,https://github.com/gitpython-developers/GitPython,SUCCESS,Pip/Poetry,True,GitHub Actions,39cd608b762256663b862224bcb46bdb2fc18817,2025-01-02T11:31:12Z
google-research/football,Python,3549,https://github.com/google-research/football,SUCCESS,Pip/Poetry,True,GitHub Actions,3d9e754720a95621bba6475c4d3b0d56fe919014,2025-06-17T08:34:25Z
google/clusterfuzz,Python,5521,https://github.com/google/clusterfuzz,PENDING,Unknown,False,GitHub Actions,36baafc72866c115f9c8432c24263d5d6af23e2c,2024-12-26T13:55:48Z
google/grr,Python,5038,https://github.com/google/grr,SUCCESS,Unknown,False,GitHub Actions,aa5df4c961546a5bb0d43462d5255609b964892d,2024-09-26T09:25:55Z
jax-ml/jax,Python,34831,https://github.com/jax-ml/jax,FAILURE,Pip/Poetry,True,GitHub Actions,45065d569064392cee45a066f9f788fe29ee2cd8,2025-09-25T21:15:10Z
google/python-fire,Python,28102,https://github.com/google/python-fire,SUCCESS,Pip/Poetry,True,GitHub Actions,6cf45c663075c96b20dd0dfa733c2374545a4ad6,2024-12-11T16:53:58Z
google/pytype,Python,5034,https://github.com/google/pytype,FAILURE,Pip/Poetry,True,GitHub Actions,cdc2776057baae8675313ef20702b9511f7cfe1e,2024-12-19T14:17:17Z
google/yapf,Python,13984,https://github.com/google/yapf,SUCCESS,Pip/Poetry,True,GitHub Actions,bb834619b73845cd0f93985c25a264dfcfd8b7e3,2024-12-09T16:50:32Z
googleapis/google-api-python-client,Python,8695,https://github.com/googleapis/google-api-python-client,FAILURE,Setup.py,True,GitHub Actions,2a471164cf16cd936bda27e2192d1c579b86505d,2025-01-02T19:44:12Z
googleapis/google-cloud-python,Python,5210,https://github.com/googleapis/google-cloud-python,SUCCESS,Unknown,False,GitHub Actions,651dcb611ee0ff3327b67aee2fbe1e53d20d89ee,2024-12-27T18:35:43Z
googlefonts/noto-emoji,Python,4568,https://github.com/googlefonts/noto-emoji,SUCCESS,Pip/Poetry,True,GitHub Actions,22e564626297b4df0a40570ad81d6c05cc7c38bd,2024-10-03T15:38:07Z
gorakhargosh/watchdog,Python,7250,https://github.com/gorakhargosh/watchdog,SUCCESS,Pip/Poetry,True,GitHub Actions,fbb0e21d3fb6d4e38bd2065347068319043c66ac,2025-02-10T16:53:55Z
GrahamDumpleton/wrapt,Python,2270,https://github.com/GrahamDumpleton/wrapt,NO_CI,Pip/Poetry,True,GitHub Actions,0e5be764a7907ebe419bd893d7764705e638ee2b,2025-08-04T14:56:41Z
graphql-python/graphene-django,Python,4387,https://github.com/graphql-python/graphene-django,SUCCESS,Setup.py,True,GitHub Actions,8d4a64a40dca6b2c0b355bdb89b9205309884deb,2024-12-27T05:46:47Z
GSA/data.gov,Python,931,https://github.com/GSA/data.gov,SUCCESS,Unknown,False,GitHub Actions,045d8f0df45e39f5510f95469f8ee0df1060b644,2025-03-11T15:17:49Z
Guake/guake,Python,4616,https://github.com/Guake/guake,FAILURE,Pip/Poetry,True,GitHub Actions,2197650f1ec66d2da5867386ef0499e904a23b23,2025-01-07T05:38:21Z
guelfoweb/knock,Python,4131,https://github.com/guelfoweb/knock,NO_CI,Pip/Poetry,True,GitHub Actions,a617f7452ce46b93f8ac7c027d05692d4b315919,2026-02-14T15:17:45Z
gunthercox/ChatterBot,Python,14476,https://github.com/gunthercox/ChatterBot,SUCCESS,Pip/Poetry,True,GitHub Actions,0524b207f86a6ca25ca074f5b70b24679725e0b4,2025-01-05T14:44:06Z
guohongze/adminset,Python,3400,https://github.com/guohongze/adminset,SUCCESS,Pip/Poetry,True,GitHub Actions,bf9620821dc1a440d2dd7dd323cef82966cc3bab,2025-03-16T10:52:33Z
hankcs/HanLP,Python,36127,https://github.com/hankcs/HanLP,FAILURE,Setup.py,True,GitHub Actions,749ecf632634ec56f421fa1fc96970d0b116e027,2024-12-29T00:11:08Z
hannob/snallygaster,Python,2101,https://github.com/hannob/snallygaster,SUCCESS,Pip/Poetry,True,GitHub Actions,13d41820fdb1f2fbc2b15cdbf14161c9e1942ad1,2025-04-15T07:18:30Z
has2k1/plotnine,Python,4499,https://github.com/has2k1/plotnine,SUCCESS,Pip/Poetry,True,GitHub Actions,250ae83bc9bdd9ec32ccded781ff929e489d5229,2025-01-02T10:49:23Z
healthchecks/healthchecks,Python,9864,https://github.com/healthchecks/healthchecks,SUCCESS,Pip/Poetry,True,GitHub Actions,8dab5d8c36e085e4b301b16f03a8d8dde3abf537,2024-12-27T09:36:48Z
fake-useragent/fake-useragent,Python,4041,https://github.com/fake-useragent/fake-useragent,SUCCESS,Pip/Poetry,True,GitHub Actions,1b8c2ccfcf8c208a73c1a96c740b9443708775f9,2025-01-06T16:48:06Z
hhatto/autopep8,Python,4662,https://github.com/hhatto/autopep8,SUCCESS,Pip/Poetry,True,GitHub Actions,5b9a95364d6cebc3f41b7ee29df353f89b4c9406,2024-12-28T08:10:17Z
HIPS/autograd,Python,7454,https://github.com/HIPS/autograd,SUCCESS,Pip/Poetry,True,GitHub Actions,d64e6e30ace066b3b8397748a069e8f65f47887d,2025-01-01T10:05:35Z
HIT-SCIR/ltp,Python,5238,https://github.com/HIT-SCIR/ltp,SUCCESS,Unknown,False,GitHub Actions,557c05716c63766921078ac92c6a82328c693345,2025-02-18T08:43:55Z
holoviz/datashader,Python,3508,https://github.com/holoviz/datashader,SUCCESS,Pip/Poetry,True,GitHub Actions,a128e67d2c5cd533b9dffc2be3ffd00b883fbd5a,2025-01-07T20:04:25Z
home-assistant/core,Python,84738,https://github.com/home-assistant/core,PENDING,Pip/Poetry,True,GitHub Actions,4960871c8488582d52187f25df61e73fe1994d36,2025-12-18T10:04:34Z
sanic-org/sanic,Python,18638,https://github.com/sanic-org/sanic,FAILURE,Pip/Poetry,True,GitHub Actions,f23952ecbf0307010dd4fd5f13bb5c464a50d861,2024-12-31T08:42:15Z
huggingface/transformers,Python,156319,https://github.com/huggingface/transformers,SUCCESS,Pip/Poetry,True,GitHub Actions,05ad826002f613a294169933510a043804a2a354,2025-06-02T13:57:32Z
hugsy/gef,Python,8006,https://github.com/hugsy/gef,SUCCESS,Unknown,False,GitHub Actions,522535864f84fc68eb3f4f3d5b04fc4f0f89c09c,2024-12-27T23:59:37Z
hylang/hy,Python,5445,https://github.com/hylang/hy,SUCCESS,Setup.py,True,GitHub Actions,c64248a704bc9d7e5bbaf64ff02ce4f114133180,2025-01-04T12:03:24Z
hyperopt/hyperopt,Python,7619,https://github.com/hyperopt/hyperopt,FAILURE,Setup.py,True,GitHub Actions,cdbeeff5147550000cf3cf26de3fd9f92af17316,2024-12-27T12:22:32Z
hypothesis/h,Python,3104,https://github.com/hypothesis/h,SUCCESS,Pip/Poetry,True,GitHub Actions,7796541319c42ddfb3b371d8bb5af8024f106870,2024-12-30T11:07:21Z
HypothesisWorks/hypothesis,Python,8438,https://github.com/HypothesisWorks/hypothesis,NO_CI,Pip/Poetry,True,GitHub Actions,00401e1afbb1c8cfe269fa71dba411bbf9684de0,2024-10-16T21:06:05Z
idealo/imagededup,Python,5588,https://github.com/idealo/imagededup,FAILURE,Pip/Poetry,True,GitHub Actions,0f78da159146c6623423b266d9e0ec7d4ded2afe,2025-05-07T19:37:02Z
IDSIA/sacred,Python,4356,https://github.com/IDSIA/sacred,SUCCESS,Pip/Poetry,True,GitHub Actions,decffbc5483b8b8b737a622f3c35c8b153613cf3,2025-09-05T12:25:54Z
imWildCat/scylla,Python,4021,https://github.com/imWildCat/scylla,SUCCESS,Pip/Poetry,True,GitHub Actions,b051fd586f2e3268bb07f8d94a0b27dce01dea12,2024-08-31T15:44:55Z
inducer/pudb,Python,3203,https://github.com/inducer/pudb,SUCCESS,Pip/Poetry,True,GitHub Actions,0b9b626de46ae97127d078c48465db8e78a1c6cd,2025-01-23T16:16:28Z
insanum/gcalcli,Python,3633,https://github.com/insanum/gcalcli,SUCCESS,Pip/Poetry,True,GitHub Actions,e0e126e7660286226370ddf6c21236928e1a4e0d,2025-01-28T22:42:45Z
pyodide/pyodide,Python,14204,https://github.com/pyodide/pyodide,FAILURE,Pip/Poetry,True,GitHub Actions,b905d84bff109e27da9ff2148ba588ac99fbabf3,2024-11-15T14:07:03Z
ipython/ipython,Python,16675,https://github.com/ipython/ipython,FAILURE,Pip/Poetry,True,GitHub Actions,bf9303ace34d29c1fc53fa5055ca67f4b2105415,2024-10-17T12:41:45Z
ipython/traitlets,Python,649,https://github.com/ipython/traitlets,FAILURE,Pip/Poetry,True,GitHub Actions,1805ad936525f9833867d53e1129faeeed8ea7df,2025-02-04T08:53:25Z
treeverse/dvc,Python,15350,https://github.com/treeverse/dvc,FAILURE,Pip/Poetry,True,GitHub Actions,683a9f09bdd6aa943ea0b89fdfb36d88a9fc57a5,2024-12-26T09:00:00Z
jazzband/dj-database-url,Python,1560,https://github.com/jazzband/dj-database-url,FAILURE,Pip/Poetry,True,GitHub Actions,5f5af493400ac74080c7a0d8f5c868be2f0d1246,2025-02-16T07:53:52Z
jarun/buku,Python,7068,https://github.com/jarun/buku,SUCCESS,Pip/Poetry,True,GitHub Actions,349662a46eeefd90db8f910a9d3651e9e6d76649,2024-12-16T12:39:26Z
jarun/ddgr,Python,3218,https://github.com/jarun/ddgr,SUCCESS,Setup.py,True,GitHub Actions,f73d3ac1a16ab079df5a4d24e05d4d669a44ac26,2025-01-11T04:34:54Z
GAM-team/GAM,Python,4039,https://github.com/GAM-team/GAM,SUCCESS,Pip/Poetry,True,GitHub Actions,782d57b02e04637886ccb8b01826dc68ed34d060,2025-01-04T18:30:52Z
django-commons/django-debug-toolbar,Python,8349,https://github.com/django-commons/django-debug-toolbar,SUCCESS,Pip/Poetry,True,GitHub Actions,cda70d3cdf92942ca043ac2b8d6b91994adf6463,2024-12-31T02:34:43Z
jazzband/django-model-utils,Python,2754,https://github.com/jazzband/django-model-utils,SUCCESS,Pip/Poetry,True,GitHub Actions,e7778190739456780896776be276acbc4d694533,2025-04-03T17:58:57Z
django-oauth/django-oauth-toolkit,Python,3304,https://github.com/django-oauth/django-oauth-toolkit,SUCCESS,Pip/Poetry,True,GitHub Actions,c61d852ef500ef8a925383b654d1273a89639bb4,2025-01-06T20:16:36Z
jazzband/django-push-notifications,Python,2383,https://github.com/jazzband/django-push-notifications,SUCCESS,Pip/Poetry,True,GitHub Actions,222a51563a139f45e5971dcf7259a1190bdcab85,2024-12-27T20:36:16Z
jazzband/django-silk,Python,4920,https://github.com/jazzband/django-silk,SUCCESS,Pip/Poetry,True,GitHub Actions,d5d91d318d3b7fb5638aaac4879c171b3d4aac6d,2025-01-02T01:23:50Z
jazzband/django-taggit,Python,3427,https://github.com/jazzband/django-taggit,SUCCESS,Setup.py,True,GitHub Actions,848cf57e1048ffd2c63a21b28e474da269c66540,2024-10-18T08:10:36Z
jazzband/pip-tools,Python,7993,https://github.com/jazzband/pip-tools,FAILURE,Pip/Poetry,True,GitHub Actions,77122ce501a7c6b08c08023914079167d946bf90,2024-12-04T14:58:57Z
jazzband/tablib,Python,4752,https://github.com/jazzband/tablib,FAILURE,Pip/Poetry,True,GitHub Actions,e898434dcbcdbc8fa88daa243215e2284a58436b,2025-01-06T21:11:40Z
ocrmypdf/OCRmyPDF,Python,32563,https://github.com/ocrmypdf/OCRmyPDF,FAILURE,Pip/Poetry,True,GitHub Actions,17eed0529a8e89aa0f9d307396c8cb137fa8fb80,2025-01-04T20:21:46Z
jd/tenacity,Python,8337,https://github.com/jd/tenacity,NO_CI,Pip/Poetry,True,GitHub Actions,e7d21053e9c05dc852de52098aea02323cfd37b9,2016-08-15T05:37:35Z
jeffkaufman/icdiff,Python,4333,https://github.com/jeffkaufman/icdiff,SUCCESS,Setup.py,True,GitHub Actions,e8dd4a3041baeb66a11589e308362608c88cdd47,2026-02-08T15:01:19Z
jhao104/proxy_pool,Python,23138,https://github.com/jhao104/proxy_pool,SUCCESS,Pip/Poetry,True,GitHub Actions,e0fa4de1f59aaf3e287e6d166cee7b020bbe1578,2025-02-13T05:35:58Z
jmcnamara/XlsxWriter,Python,3906,https://github.com/jmcnamara/XlsxWriter,SUCCESS,Setup.py,True,GitHub Actions,6b698c2d283d1cb16a6ec138d8d0de70d1a5453c,2025-01-01T20:10:59Z
joblib/joblib,Python,4326,https://github.com/joblib/joblib,FAILURE,Pip/Poetry,True,GitHub Actions,3461d6c2c51d36d93f412bad7c198925697eed8c,2024-12-31T10:02:58Z
joke2k/django-environ,Python,3145,https://github.com/joke2k/django-environ,SUCCESS,Setup.py,True,GitHub Actions,176e812d8624f6937ba3dd276a0032929d87eb69,2025-01-13T15:27:06Z
joke2k/faker,Python,19073,https://github.com/joke2k/faker,SUCCESS,Setup.py,True,GitHub Actions,233a9a76a5b157e13716933c6f6d15ecdda6af2d,2025-01-03T17:03:47Z
JonathanSalwan/ROPgadget,Python,4367,https://github.com/JonathanSalwan/ROPgadget,SUCCESS,Setup.py,True,GitHub Actions,b3463a9832bb476c54fb46551b026de495d543bc,2025-01-22T18:05:22Z
jopohl/urh,Python,12183,https://github.com/jopohl/urh,SUCCESS,Setup.py,True,GitHub Actions,22dbc7fe01c212f2936e09a99e3d85f30b987ebb,2025-01-14T10:43:39Z
jpadilla/pyjwt,Python,5589,https://github.com/jpadilla/pyjwt,FAILURE,Pip/Poetry,True,GitHub Actions,697344d25990641b8b2aa85f0a60634b590b5702,2026-01-30T18:44:15Z
jquast/wcwidth,Python,438,https://github.com/jquast/wcwidth,SUCCESS,Pip/Poetry,True,GitHub Actions,082b9eb819f80ad42eeb53b9d171027b58bf6644,2025-06-14T10:16:56Z
jrfonseca/gprof2dot,Python,3431,https://github.com/jrfonseca/gprof2dot,FAILURE,Pip/Poetry,True,GitHub Actions,d5f801c2a073d16dc789c902f3e20885ef29d526,2024-11-22T09:52:17Z
jrnl-org/jrnl,Python,7141,https://github.com/jrnl-org/jrnl,NO_CI,Pip/Poetry,True,GitHub Actions,a1b3a612a5c8c6eb3c89cb80cc9f4d7fd1b52305,2025-02-25T03:14:00Z
python-jsonschema/jsonschema,Python,4919,https://github.com/python-jsonschema/jsonschema,FAILURE,Pip/Poetry,True,GitHub Actions,9f89e6d0a963b6321779cd4933127365d133d908,2024-10-22T03:56:43Z
jumpserver/jumpserver,Python,29843,https://github.com/jumpserver/jumpserver,FAILURE,Pip/Poetry,True,GitHub Actions,594d5b812885bac7f14f1f63429b3a46ddae558b,2025-01-23T07:55:43Z
jupyter/docker-stacks,Python,8412,https://github.com/jupyter/docker-stacks,SUCCESS,Unknown,False,GitHub Actions,f58ebf0cb9c7947a6be6aeeddfaa7a8b656b4220,2024-12-26T11:44:07Z
jupyter/jupyter,Python,15286,https://github.com/jupyter/jupyter,SUCCESS,Setup.py,True,GitHub Actions,06cd408b6fc346645a020291d1520c6d1cc11ee0,2025-01-25T00:09:11Z
jupyter/nbviewer,Python,2273,https://github.com/jupyter/nbviewer,SUCCESS,Pip/Poetry,True,GitHub Actions,bb220e5bf0b27b8ed8362d4afcc7d1e8c71a1186,2025-09-17T00:30:58Z
jupyterhub/jupyterhub,Python,8224,https://github.com/jupyterhub/jupyterhub,FAILURE,Pip/Poetry,True,GitHub Actions,e8806372c6cfa954510cc4c0bab4fd2621e70380,2024-10-19T10:34:25Z
justquick/django-activity-stream,Python,2447,https://github.com/justquick/django-activity-stream,SUCCESS,Setup.py,True,GitHub Actions,39f8d7f3a902c131c244454f84cf8a2c36111dfe,2025-10-13T07:49:15Z
nginx-proxy/nginx-proxy,Python,19740,https://github.com/nginx-proxy/nginx-proxy,SUCCESS,Unknown,False,GitHub Actions,a25b7ea1efb04cd4e8c497930534b6cfbda90a53,2024-12-08T13:06:38Z
wechatpy/wechatpy,Python,4252,https://github.com/wechatpy/wechatpy,SUCCESS,Pip/Poetry,True,GitHub Actions,cbf53e06d3469ac12447b68e753e1131669451b3,2024-12-31T03:18:38Z
Kaggle/kaggle-cli,Python,7140,https://github.com/Kaggle/kaggle-cli,SUCCESS,Pip/Poetry,True,GitHub Actions,73ede3c2910497fa25ad5823b67fdf5945a1db70,2024-12-23T16:42:30Z
keleshev/schema,Python,2940,https://github.com/keleshev/schema,SUCCESS,Pip/Poetry,True,GitHub Actions,003595fbdd0b43f32fd47fed21252613971b9f13,2025-02-20T22:02:56Z
keon/algorithms,Python,24972,https://github.com/keon/algorithms,NO_CI,Pip/Poetry,True,GitHub Actions,5991e05d58daf461ed6a9fc05e47afafc851fd2f,2025-11-03T00:08:44Z
keras-team/autokeras,Python,9309,https://github.com/keras-team/autokeras,SUCCESS,Pip/Poetry,True,GitHub Actions,db78b445ee3aa3aedb19a71d2d1e330cc87f12b3,2024-12-16T18:00:41Z
keras-team/keras,Python,63762,https://github.com/keras-team/keras,SUCCESS,Pip/Poetry,True,GitHub Actions,f54c127a5da4c905588813e79e219c780cebfb4a,2024-12-25T01:22:00Z
kevin1024/vcrpy,Python,2936,https://github.com/kevin1024/vcrpy,SUCCESS,Pip/Poetry,True,GitHub Actions,a6698ed060eecc8dbcafe091ef989ad1135c5916,2024-12-28T16:42:54Z
