path,name
https://github.com/spring-projects/spring-boot,spring-boot
https://github.com/elastic/elasticsearch,elasticsearch
https://github.com/Stirling-Tools/Stirling-PDF,Stirling-PDF
https://github.com/NationalSecurityAgency/ghidra,ghidra
https://github.com/spring-projects/spring-framework,spring-framework
https://github.com/ReactiveX/RxJava,RxJava
https://github.com/dbeaver/dbeaver,dbeaver
